Company Name,UID,Entity Name,Alias,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day,
3M Company,EQT-6F6641,3M Japan Limited,"3M Japan Limited, 3M Japan Ltd",01-Dec-61,,,,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%AA%E3%83%BC%E3%82%A8%E3%83%A0_%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4141138,FALSE,1961,12,1,TRUE,-,-,-,
3M Company,EQT-6F6641,Meguiars Inc,"Meguiars Inc, Meguiar's Inc",02-Oct-08,,,https://www.linkedin.com/company/meguiar's/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4592301,FALSE,2008,10,2,TRUE,-,-,-,
3M Company,EQT-6F6641,3M India Limited,"3M India Limited, 3M India Ltd",1987,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=881351,TRUE,1987,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Canada Company,"3M Canada Company, 3M Canada",1951,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=2228200,TRUE,1951,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Scott Fire & Safety,3M Scott Fire & Safety,2007,,,https://www.linkedin.com/company/scott-safety/about/,https://en.wikipedia.org/wiki/3M_Scott_Fire_%26_Safety,https://en-gb.facebook.com/pg/3MScott/about/?ref=page_internal,TRUE,2007,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Scott Technologies Inc,Scott Technologies Inc,04-Oct-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=215676264,FALSE,2017,10,4,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Thailand Limited,"3M Thailand Limited, 3M Thailand Ltd",1967,,,https://www.linkedin.com/company/3m-thailand/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5777985,TRUE,1967,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,ZAO 3M Russia,ZAO 3M Russia,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25795561,TRUE,-,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Ceradyne Inc,Ceradyne Inc,28-Nov-12,,,https://www.linkedin.com/company/ceradyne-inc./about/,https://en.wikipedia.org/wiki/Ceradyne,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=259589,FALSE,2012,11,28,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Touch Systems Inc,3M Touch Systems Inc,1990,,,,,https://www.bloomberg.com/profiles/companies/2900086Q:US-3m-touch-systems-inc,TRUE,1990,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Touch Systems UK Limited,"3M Touch Systems UK Limited, 3M Touch Systems UK Ltd",1990,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=47192555,TRUE,1990,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Touch Systems Canada Limited,"3M Touch Systems Canada Limited, 3M Touch Systems Canada Ltd",1951,27-Jun-08,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6867873,TRUE,1951,-,-,FALSE,2008,6,27,
3M Company,EQT-6F6641,3M Netherlands NV,"3M Netherlands NV, 3M Netherlands N.V.",1958,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5546299,TRUE,1958,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M ESPE AG,"3M ESPE AG, ESPE Dental AG",Oct-00,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5914556,TRUE,2000,10,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M China Limited,"3M China Limited, 3M China Ltd",1984,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22759832,TRUE,1984,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Venture Tape Corporation,"Venture Tape Corporation, Venture Tape Corp",01-Oct-07,,,,,https://news.3m.com/press-release/company/3m-completes-acquisition-venture-tape-corp,FALSE,2007,10,1,TRUE,-,-,-,
3M Company,EQT-6F6641,CUNO Inc,CUNO Inc,02-Aug-05,,,,,https://news.3m.com/press-release/company/3m-completes-acquisition-cuno-incorporated,FALSE,2005,8,2,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Italia SRL,3M Italia SRL,1999,,,,,https://it.kompass.com/c/3m-italia-s-r-l/it0010803/,TRUE,1999,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Ivera Medical Corporation,"Ivera Medical Corporation, Ivera Medical Corp",13-Mar-15,,,https://www.linkedin.com/company/ivera-medical/about/,,https://news.3m.com/press-release/company/3m-completes-acquisition-ivera-medical-corp,FALSE,2015,3,13,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Innovation Properties Company,3M Innovation Properties Company,1998,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=7960453,TRUE,1998,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M New Zealand Limited,"3M New Zealand Limited, 3M New Zealand Ltd, 3M (New Zealand) Ltd, Paper Marketing New Zealand Limited",1998,,,,,https://www.bloomberg.com/profiles/companies/6653320Z:NZ-3m-new-zealand-ltd,TRUE,1998,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M New Zealand Limited,"3M New Zealand Limited, 3M New Zealand Ltd, 3M (New Zealand) Ltd, Paper Marketing New Zealand Limited",1973,,,,,https://www.bloomberg.com/profiles/companies/6653320Z:NZ-3m-new-zealand-ltd,TRUE,1973,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M (Schweiz) AG,"3M (Schweiz) AG, 3M (Schweiz) GmbH",1963,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5663846,TRUE,1963,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Taiwan Limited,"3M Taiwan Limited, 3M Taiwan Ltd",1969,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=25794333,TRUE,1969,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Laboratories,3M Laboratories,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=31250895,TRUE,-,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Svenska AB,3M Svenska AB,1923,,,,https://sv.wikipedia.org/wiki/3M#3M_Svenska_AB,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6068929,TRUE,1923,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Norge AS,"3M Norge AS, 3M Norge A/S",1961,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=23064077,TRUE,1961,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Espana SA,"3M Espana SA, 3M Espana S.A., 3M Espana SL",1957,,,,,https://www.bloomberg.com/profiles/companies/3652679Z:SM-3m-espana-sa,TRUE,1957,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Accuspray Application Technologies Inc,Accuspray Application Technologies Inc,01-Feb-07,,,,,https://news.3m.com/press-release/company/3m-acquires-accuspray-application-technologies-inc,FALSE,2007,2,1,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Puerto Rico Inc,3M Puerto Rico Inc,1960,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6517736,TRUE,1960,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Belgium NV,"3M Belgium NV, 3M Belgium N.V./S.A., 3M Belgium SPRL, 3M Belgium N.V., 3M Belgium S.A.",1963,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5567728,TRUE,1963,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Chile SA,"3M Chile SA, 3M Chile S.A.",1976,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=25794554,TRUE,1976,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,Quante AG,Quante AG,,,,https://www.linkedin.com/company/quante-ag/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=722961,TRUE,-,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Mexico SA de CV,"3M Mexico SA de CV, 3M Mexico S.A. de C.V.",1947,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5536919,TRUE,1947,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Hong Kong Limited,"3M Hong Kong Limited, 3M Hong Kong Ltd",1961,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25794138,TRUE,1961,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Lanka Private Limited,"3M Lanka Private Limited, 3M Lanka Private Ltd",1994,,,,,https://lk.kompass.com/c/3m-lanka-pvt-ltd/lk008701/,TRUE,1994,-,-,TRUE,-,-,-,
3M Company,EQT-6F6641,3M Korea Limited,"3M Korea Limited, 3M Korea Ltd",1977,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5523583,TRUE,1977,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2863,Alere Inc,Alere Inc,1991,,,https://www.linkedin.com/company/alere-inc/about/,https://en.wikipedia.org/wiki/Alere,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1348220,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2864,Abbott India Limited,Abbott India Limited,22-Aug-44,,,,,https://www.brandindiapharma.in/pharmaceutical-companies-india/abbott-india-limited,FALSE,1944,8,22,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2865,Thoratec,Thoratec,01-Mar-76,,,https://www.linkedin.com/company/thoratec/about/,https://en.wikipedia.org/wiki/Thoratec,https://www.crunchbase.com/organization/thoratec#section-overview,FALSE,1976,3,1,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2866,EAS Inc,"EAS Inc, EAS Sports Nutrition",1992,,,,https://en.wikipedia.org/wiki/EAS_(nutrition_brand),,TRUE,1992,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2867,Abbott Informatics,Abbott Informatics,1986,,,https://www.linkedin.com/showcase/starlims/about/,https://en.wikipedia.org/wiki/Abbott_Informatics,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=11461691,TRUE,1986,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2868,Escreen Inc,Escreen Inc,1998,,,https://www.linkedin.com/company/escreen/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=563491,TRUE,1998,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2869,Abbott Point of Care Canada Limited,Abbott Point of Care Canada Limited,,,,https://www.linkedin.com/company/abbott-point-of-care-canada-limited/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=36436538,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2870,Abbott Molecular Incorporation,Abbott Molecular Incorporation,1989,,,https://www.linkedin.com/company/abbott-molecular-inc./about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=378887,TRUE,1989,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2871,Topera Medical,Topera Medical,2010,,,https://www.linkedin.com/company/topera-medical/about/,https://en.wikipedia.org/wiki/Topera_Medical,https://www.crunchbase.com/organization/topera,TRUE,2010,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2872,Abbott Vascular,Abbott Vascular,1995,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=33102937,TRUE,1995,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2873,Abbott Canada,Abbott Canada,1931,,,,,,TRUE,1931,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2874,CardioMEMS Inc,CardioMEMS Inc,2000,,,,,,TRUE,2000,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2875,Abbott Korea Limited,Abbott Korea Limited,1988,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5457011,TRUE,1988,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2876,Aga Medical Holdings Inc,Aga Medical Holdings Inc,1995,,,https://www.linkedin.com/company/aga-medical/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=23350740,TRUE,1995,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2877,Abbott Cardiovascular Systems Inc,Abbott Cardiovascular Systems Incorporation,,,,,,https://www.bloomberg.com/profiles/companies/5997Z:US-abbott-cardiovascular-systems-inc,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2878,Abbott Scandinavia AB,Abbott Scandinavia AB,1946,,,,,,TRUE,1946,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2879,NeuroTherm Inc,NeuroTherm Inc,2005,,,https://www.linkedin.com/company/neurotherm-inc./about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=24559841,TRUE,2005,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2880,SJM Coordination Center BVBA,SJM Coordination Center BVBA,,,,https://www.linkedin.com/company/sjm-coordination-center-bvba/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=59057782,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2881,Ibis Biosciences Inc,Ibis Biosciences Inc,2006,,,https://www.linkedin.com/company/ibis-biosciences-inc-/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8031698,TRUE,2006,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2882,CFR Pharmaceuticals SA,"CFR Pharmaceuticals SA, CFR Pharmaceuticals S.A.",1922,,,https://www.linkedin.com/company/cfr-pharmaceuticals/about/,https://en.wikipedia.org/wiki/CFR_Pharmaceuticals,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=128845270,TRUE,1922,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2883,Abbott GmbH and Co. KG,Abbott GmbH and  Co. KG,1968,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22583242,TRUE,1968,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2884,Abbott Srl,"Abbott Srl, Abbott S.r.l.",1949,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5492123,TRUE,1949,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2885,Kalila Medical Inc,Kalila Medical Inc,2010,,,https://www.linkedin.com/company/kalila-medical/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=262075754,TRUE,2010,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2886,TAP Pharmaceuticals Products Inc,TAP Pharmaceuticals Products Inc,1977,30-Apr-08,,https://www.linkedin.com/company/tap-pharmaceuticals/about/,https://en.wikipedia.org/wiki/TAP_Pharmaceuticals,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=687148,TRUE,1977,-,-,FALSE,2008,4,30,
Abbott Laboratories,EQT-CD2887,Abbott Gesellschaft GmbH,Abbott Gesellschaft GmbH,1977,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5407927,TRUE,1977,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2888,Advanced Medical Optics Inc,Advanced Medical Optics Inc,,,,https://www.linkedin.com/company/advanced-medical-optics/about/,,,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2889,Fournier Industrie et Sante SAS,Fournier Industrie et Sante SAS,1880,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=908804,TRUE,1880,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2890,Abbott Laboratories BV,"Abbott Laboratories BV, Abbott Laboratories B.V.",,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2891,Abbott Laboratories SA,"Abbott Laboratories SA, Abbott Laboratories S.A.",1968,,,,,,TRUE,1968,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2892,Abbott Point of Care Inc,Abbott Point of Care Inc,1983,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=36436538,TRUE,1983,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2893,Abbott Laboratories Pakistan Limited,"Abbott Laboratories Pakistan Limited, Abbott Laboratories (Pakistan) Limited",1948,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=878342,TRUE,1948,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2894,Kos Pharmaceuticals Inc,Kos Pharmaceuticals Inc,1988,,,https://www.linkedin.com/company/kos-pharmaceuticals/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=359461,TRUE,1988,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2895,Abbott Diabetes Care Inc,Abbott Diabetes Care Inc,06-Apr-04,,,,,,FALSE,2004,4,6,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2896,Abbott Laboratories CA,"Abbott Laboratories CA, Abbott Laboratories C.A.",,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2897,Abbott Laboratories Argentina SA,"Abbott Laboratories Argentina SA, Abbott Laboratories Argentina S.A.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5909359,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2898,Abbott Bioresearch Center Inc,Abbott Bioresearch Center Inc,1989,,,,,https://www.bloomberg.com/profiles/companies/0203269D:US-abbott-bioresearch-center-inc,TRUE,1989,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2899,Abbott France SAS,"Abbott France SAS, Abbott France S.A.S.",1960,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5885890,TRUE,1960,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2900,Abbott Diagnostics GmbH,"Abbott Diagnostics GmbH, Abbott Diagnostics G.m.b.H.",1972,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5875197,TRUE,1972,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2901,Abbott Spine Inc,Abbott Spine Inc,1996,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=34670,TRUE,1996,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2902,Abbott Laboratories Ireland Limited,Abbott Laboratories Ireland Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=25838333,TRUE,-,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2836,Abbott Vascular Inc,Abbott Vascular Inc,1995,,,,,https://www.crunchbase.com/organization/abbott-vascular#section-locked-charts,TRUE,1995,-,-,TRUE,-,-,-,
Abbott Laboratories,EQT-CD2833,Abbott Molecular Inc,Abbott Molecular Inc,05-Dec-01,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=378887,FALSE,2001,12,5,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Pharmacyclics LLC,Pharmacyclics LLC,26-May-15,,,,https://en.wikipedia.org/wiki/Pharmacyclics,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=32933,FALSE,2015,5,26,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Stemcentrx Inc,Stemcentrx Inc,01-Jun-16,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=128598196,FALSE,2016,6,1,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie BV,AbbVie BV,2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248118806,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbott Bioresearch Center Inc,Abbott Bioresearch Center Inc,1989,,,,,https://www.bloomberg.com/profiles/companies/0203269D:US-abbott-bioresearch-center-inc,TRUE,1989,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Kft,AbbVie Kft,2013,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248116079,TRUE,2013,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie SAS,AbbVie SAS,2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248095868,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24, AbbVie Biotherapeutics Inc, AbbVie Biotherapeutics Inc,2008,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=47560241,TRUE,2008,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Logistics BV,AbbVie Logistics BV,2013,,,https://www.linkedin.com/company/abbott-logistics-b.v./about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225012946,TRUE,2013,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie Pharmaceuticals SA,Abbvie Pharmaceuticals SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=244508495,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie China,AbbVie China,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248303309,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Polska Sp z oo,"AbbVie Polska Sp z oo, AbbVie Poland Sp. o.o.",,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248120179,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Fournier Laboratories Ireland Limited,Fournier Laboratories Ireland Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22745376,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Kos Pharmaceuticals Inc,Kos Pharmaceuticals Inc,1988,,,https://www.linkedin.com/company/kos-pharmaceuticals/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=359461,TRUE,1988,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Ireland NL BV,"AbbVie Ireland NL BV, AbbVie Ireland NL B.V.",2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225052730,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie AG,AbbVie AG,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=233936770,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie AS,"Abbvie AS, AbbVie A/S",2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=245137833,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbott Products GmbH,Abbott Products GmbH,2010,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=12825785,TRUE,2010,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Limited,"AbbVie Limited, AbbVie Ltd",2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=233945592,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Ireland Unlimited Company,AbbVie Ireland Unlimited Company,2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=309607647,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie US LLC,Abbvie US LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=281062438,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Fundación AbbVie,Fundación AbbVie,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248301837,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie SA,AbbVie SA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=247987165,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Endocrinology Inc,AbbVie Endocrinology Inc,,,,https://www.linkedin.com/company/abbott-endocrinology-inc-/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=100668713,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbott Endocrine Inc,Abbott Endocrine Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225013754,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Pty Limited,AbbVie Pty Limited,2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225025255,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Corporation,AbbVie Corporation,,,,,,https://www.bloomberg.com/profiles/companies/0679037D:CN-corp-abbvie,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Sarl,AbbVie Sarl,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=311538319,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,S.C. Abbvie SRL,S.C. Abbvie SRL,2012,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225000371,TRUE,2012,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbott Biotechnology Netherlands BV,Abbott Biotechnology Netherlands BV,2004,,,https://www.linkedin.com/company/abbott-biologicals-b-v/about/,,https://www.bloomberg.com/profiles/companies/3630267Z:NA-abbott-biotechnology-netherlands-bv,TRUE,2004,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Investments Sarl,AbbVie Investments Sarl,,,,,https://en.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_%C3%A0_responsabilit%C3%A9_limit%C3%A9e,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225053021,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Aeropharm Technology LLC,Aeropharm Technology LLC,,,,https://www.linkedin.com/company/aeropharm-technology-inc/about/,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=23037357,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Knoll Pharmaceutical Company,Knoll Pharmaceutical Company,1886,,,https://www.linkedin.com/company/knoll-pharmaceuticals/about/,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1380112,TRUE,1886,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Knoll LLC,Knoll LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=100708927,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Ireland Limited,AbbVie Ireland Limited,2013,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225068387,TRUE,2013,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,Abbvie Pharmaceuticals GmbH,Abbvie Pharmaceuticals GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=225001738,TRUE,-,-,-,TRUE,-,-,-,
AbbVie Inc,EQT-261A24,AbbVie Research BV,AbbVie Research BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=270691885,TRUE,-,-,-,TRUE,-,-,-,
