Company Name,UID,Entity Name,Alias,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day,
Synopsys Inc,EQT-0A7EB1,Synopsys International Limited,Synopsys International Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26049235,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys India Private Limited,Synopsys India Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=40155802,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Elliptic Technologies Inc,Elliptic Technologies Inc,29-Jun-15,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=3426455,FALSE,2015,6,29,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Nihon Synopsys GK,Nihon Synopsys GK,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=7672583,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys India EDA Software Private Limited,Synopsys India EDA Software Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=40455338,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,ArchPro Design Automation Inc,ArchPro Design Automation Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=20439850,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Korea Inc,Synopsys Korea Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40455968,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Red Lizard Software,Red Lizard Software,Dec-2015,,,,https://en.wikipedia.org/wiki/Red_Lizard_Software,,TRUE,2015,12,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Finland OY,Synopsys Finland OY,29-Mar-99,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=20460832,FALSE,1999,3,29,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Beijing Company Limited,Synopsys Beijing Company Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Switzerland LLC,Synopsys Switzerland LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40479405,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys SARL,Synopsys SARL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=46645220,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Shanghai Company Limited,Synopsys Shanghai Company Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=134728767,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Netherlands BV,Synopsys Netherlands BV,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=243431199,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Singapore Private Limited,Synopsys Singapore Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40479168,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Italia SRL,Synopsys Italia SRL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40455886,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Ireland Limited,Synopsys Ireland Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Global Kft,Synopsys Global Kft,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40455267,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys International Old Limited,Synopsys International Old Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=26519861,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synplicity Software India Private Limited,Synplicity Software India Private Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,ArchPro Design Automation India Private Limited,ArchPro Design Automation India Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40455130,TRUE,-,-,-,TRUE,-,-,-,
Synopsys Inc,EQT-0A7EB1,Synopsys Scandinavia AB,Synopsys Scandinavia AB,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Taco Bell Corporation,N/A,Taco Bell Limitada,"Taco Bell Limitada, Taco Bell Ltda",2016,,,,,https://www.bloomberg.com/research//stocks/private/snapshot.asp?privcapId=537120705,TRUE,2016,-,-,TRUE,-,-,-,
Takeda Pharmaceutical Co. Limited,EQT-B346BA,TAP Pharmaceuticals Products Inc,TAP Pharmaceuticals Products Inc,1977,,,,,,TRUE,1977,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,2K Games Inc,2K Games Inc,,,,,https://en.wikipedia.org/wiki/2K_Games,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=24600285,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar Games Inc,Rockstar Games Inc,,,,,https://en.wikipedia.org/wiki/Rockstar_Games,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=971622,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Private Division,Private Division,,,,,https://en.wikipedia.org/wiki/Private_Division,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar North Limited,Rockstar North Limited,,,,,https://en.wikipedia.org/wiki/Rockstar_North,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1038933,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Social Point SL,Social Point SL,31-Jan-17,,,https://www.linkedin.com/company/social-point/,https://en.wikipedia.org/wiki/Social_Point,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=134674179,FALSE,2017,1,31,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Visual Concepts Entertainment Inc,Visual Concepts Entertainment Inc,25-Jan-05,,,,https://en.wikipedia.org/wiki/Visual_Concepts,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=918516,FALSE,2005,1,25,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar Games Toronto ULC,Rockstar Games Toronto ULC,,,,,https://en.wikipedia.org/wiki/Rockstar_Toronto,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=83018492,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,2K Software Technology Shanghai Company Limited,2K Software Technology Shanghai Company Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Interactive GmbH,Take-Two Interactive GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=25035585,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take 2 Interactive Software Proprietary Limited,Take 2 Interactive Software Proprietary Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25035872,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take Two International GmbH,Take Two International GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=12932914,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Firaxis Games Inc,Firaxis Games Inc,,,,,https://en.wikipedia.org/wiki/Firaxis_Games,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=7701370,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Irrational Games LLC,Irrational Games LLC,,,,,https://en.wikipedia.org/wiki/Irrational_Games,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25391906,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar Leeds Limited,Rockstar Leeds Limited,,,,,https://en.wikipedia.org/wiki/Rockstar_Leeds,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=9608487,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar Lincoln Limited,Rockstar Lincoln Limited,,,,,https://en.wikipedia.org/wiki/Rockstar_Lincoln,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar New England Inc,Rockstar New England Inc,,,,,https://en.wikipedia.org/wiki/Rockstar_New_England,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=9777569,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Rockstar London Limited,Rockstar London Limited,,,,,https://en.wikipedia.org/wiki/Rockstar_London,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=83018045,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,2K Marin Inc,2K Marin Inc,,,,,https://en.wikipedia.org/wiki/2K_Marin,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=83019730,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Cat Daddy Games LLC,Cat Daddy Games LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=83018654,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Double Take LLC,Double Take LLC,,,,,https://en.wikipedia.org/wiki/Double_Take_Comics,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Ghost Story Games LLC,Ghost Story Games LLC,,,,,https://en.wikipedia.org/wiki/Ghost_Story_Games,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Interactive Software Europe Limited,Take-Two Interactive Software Europe Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=22759899,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Asia Private Limited,Take-Two Asia Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=314726460,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Interactive Software Uk Limited,Take-Two Interactive Software Uk Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=301190990,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Interactive Espana SL,Take-Two Interactive Espana SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25035789,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,T2 GB Limited,T2 GB Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Take-Two Interactive Japan GK,Take-Two Interactive Japan GK,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Wide Group Studios Inc,Wide Group Studios Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=8143360,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Inventory Management Systems Inc,Inventory Management Systems Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=25034771,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,VLM Entertainment Group Inc,VLM Entertainment Group Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25035229,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,WC Holdco Inc,WC Holdco Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=212657048,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,Mission Studios Inc,Mission Studios Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25914160,TRUE,-,-,-,TRUE,-,-,-,
Take-Two Interactive Software Inc,EQT-1E3FBA,2K Play Inc,2K Play Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=83019618,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Kate Spade New York,Kate Spade New York,,,,https://www.linkedin.com/company/kate-spade-new-york/,https://en.wikipedia.org/wiki/Kate_Spade_New_York,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach IP Holdings LLC,Coach IP Holdings LLC,,,,,https://en.wikipedia.org/wiki/Coach_New_York,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Stuart Weitzman Holdings LLC,Stuart Weitzman Holdings LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=21974123,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Kate Spade and Company,Kate Spade and Company,,,,,https://en.wikipedia.org/wiki/Kate_Spade_%26_Company,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=285125,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Korea,Coach Korea,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Services Inc,Coach Services Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=44763952,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Hong Kong Limited,Coach Hong Kong Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236253886,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach International Limited,Coach International Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=312817177,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Japan LLC,Coach Japan LLC,01-Jul-05,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6562813,FALSE,2005,7,1,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Italy Services Srl,Coach Italy Services Srl,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Shanghai Limited,Coach Shanghai Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236449422,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Leatherware India Private Limited,Coach Leatherware India Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=312820205,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,516 West 34th Street LLC,516 West 34th Street LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236234815,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Manufacturing Limited,Coach Manufacturing Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=29533494,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Canada Inc,Coach Stores Canada Inc,,,,,,https://www.bloomberg.com/research/stocks/%5Cprivate/snapshot.asp?privcapId=236296854,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Puerto Rico Inc,Coach Stores Puerto Rico Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach International Holdings Sarl,Coach International Holdings Sarl,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236413421,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Limited,Coach Stores Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236437186,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Malaysia SDN BHD,Coach Malaysia SDN BHD,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Singapore Private Limited,Coach Singapore Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236437025,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Spain SL,Coach Spain SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236438536,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Kate Spade United Kingdom Limited,Kate Spade United Kingdom Limited,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Vietnam Company Limited,Coach Vietnam Company Limited,,,,,,https://www.bloomberg.com/research/stocks/%5Cprivate/snapshot.asp?privcapId=312900828,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Netherlands BV,Coach Netherlands BV,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Shoes By Stuart SL,Shoes By Stuart SL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=216020521,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Stuart Weitzman Retail Stores LLC,Stuart Weitzman Retail Stores LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=276936232,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Japan Holdings Inc,Coach Japan Holdings Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=29532826,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Holdings Partnership United Kingdom LP,Coach Holdings Partnership United Kingdom LP,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=282541303,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Unipessoal LDA,Coach Stores Unipessoal LDA,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236314582,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Stuart Weitzman Italia Srl,Stuart Weitzman Italia Srl,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=278778382,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Kate Spade Macau Limited,Kate Spade Macau Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=292277286,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Kate Spade Canada Inc,Kate Spade Canada Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=264588491,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Luxembourg Financing Sarl,Coach Luxembourg Financing Sarl,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=283464443,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Leatherware International Inc,Coach Leatherware International Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Germany GmbH,Coach Stores Germany GmbH,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=236411543,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Legacy Yards LLC,Coach Legacy Yards LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=312820932,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach United States Partnership LLC,Coach United States Partnership LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=282626638,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Stores Netherlands BV,Coach Stores Netherlands BV,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Thailand Holdings LLC,Coach Thailand Holdings LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=312819780,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Coach Japan Investments Inc,Coach Japan Investments Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=29532880,TRUE,-,-,-,TRUE,-,-,-,
Tapestry Inc,EQT-1AEED5,Stuart Weitzman Intermediate LLC,Stuart Weitzman Intermediate LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=271889107,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Shipt LLC,Shipt LLC,31-Dec-17,,,,https://en.wikipedia.org/wiki/Shipt,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=378046353,FALSE,2017,12,31,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,DermStore LLC,DermStore LLC,07-Mar-08,,,,https://en.wikipedia.org/wiki/DermStore,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=13592017,FALSE,2008,3,7,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Brands Inc,Target Brands Inc,,,,,,https://www.bloomberg.com/research/stocks/%5Cprivate/snapshot.asp?privcapId=25278374,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,The Associated Merchandising Corporation,The Associated Merchandising Corporation,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=261699436,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Red Tail LLC,Red Tail LLC,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Stores Inc,Target Stores Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Capital Corporation,Target Capital Corporation,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Global Trade Inc,Target Global Trade Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Customs Brokers Inc,Target Customs Brokers Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target General Merchandise Inc,Target General Merchandise Inc,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=206509016,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,AMC Nicaragua SA,AMC Nicaragua SA,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Commercial Interiors Inc,Target Commercial Interiors Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,AMC Guatemala Sociedad Anonima,AMC Guatemala Sociedad Anonima,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=33350528,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,STL of Nebraska Inc,STL of Nebraska Inc,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,ITC Sales and Procurement LLC,ITC Sales and Procurement LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=106579821,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Dayton Development Company,Dayton Development Company,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=33350639,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Receivables LLC,Target Receivables LLC,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=3554833,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,AMC Dominican Republic SA,AMC Dominican Republic SA,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Sourcing Services India Private,Target Sourcing Services India Private,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Stafford Urban Renewal LLC,Target Stafford Urban Renewal LLC,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Clinic Medical Associates Maryland LLC,Target Clinic Medical Associates Maryland LLC,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Associated Merchandising Korea Corporation,Associated Merchandising Korea Corporation,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Jefferson Boulevard LLC,Target Jefferson Boulevard LLC,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Corporation India Private Limited,Target Corporation India Private Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=54919082,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Sourcing Services Guatemala Sociedad Anonima,Target Sourcing Services Guatemala Sociedad Anonima,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Sourcing Services Hong Kong,Target Sourcing Services Hong Kong,,,,,,,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Sourcing Services Asia Limited,Target Sourcing Services Asia Limited,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=48990963,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,Target Sourcing Services Italy SRL,Target Sourcing Services Italy SRL,,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=112266189,TRUE,-,-,-,TRUE,-,-,-,
Target Corporation,EQT-EEE7A4,PoweredAnalytics Inc,PoweredAnalytics Inc,12-Nov-14,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=243909818,FALSE,2014,11,12,TRUE,-,-,-,
TE Connectivity Limited,EQT-04C6CB,Ladd and Company,Ladd and Company,,,,https://www.linkedin.com/company/ladd-industries/about/,https://en.wikipedia.org/wiki/Ladd_%26_Co.,,TRUE,-,-,-,TRUE,-,-,-,
TE Connectivity Limited,EQT-04C6CB,Alpha Sensors Inc,Alpha Sensors Inc,03-May-19,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6813370,FALSE,2019,5,3,TRUE,-,-,-,
TE Connectivity Limited,EQT-04C6CB,MicroGroup Inc,MicroGroup Inc,01-May-17,,,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=2250176,FALSE,2017,5,1,TRUE,-,-,-,
