Company Name,UID,Entity Name,Alias,Position,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day
The Goldman Sachs Group Inc,EQT-FBA480,Arianne Criqui,Arianne Criqui,Vice President,Oct-2010,Jan-2019,,https://www.linkedin.com/in/arianne-criqui-953b1290/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=594913170&privcapId=32624297,TRUE,2010,10,-,TRUE,2019,1,-
The Goldman Sachs Group Inc,EQT-FBA480,Robert Hocking,"Robert Hocking , Rob Hocking",Vice President of Index Derivatives Trading,Jul-2000,Dec-2008,,https://www.linkedin.com/in/rob-hocking-7a1831a,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=594923749&privcapId=32624297,TRUE,2000,7,-,TRUE,2008,12,-
The Goldman Sachs Group LP,N/A,Robert Katz,Robert Katz,General Counsel,1988,May-99,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=398647&privcapId=398625,TRUE,1988,-,-,TRUE,1999,5,-
The Great-West Life Assurance Company,N/A,Michael Amend,"Michael Amend, Michael Ryan Amend, Mike Amend",Director,2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=563054032&privcapId=180871,TRUE,2018,-,-,TRUE,-,-,-
The Guardian Life Insurance Company of America,N/A,Stephen Squeri,"Stephen Squeri, Steve Squeri, Stephen Joseph Squeri",Director,2009,,,,https://en.wikipedia.org/wiki/Stephen_Squeri,https://www.bloomberg.com/research/stocks/people/person.asp?personId=22451187&privcapId=92001,TRUE,2009,-,-,TRUE,-,-,-
The Hartford Financial Services Group Inc,N/A,James Williamson,James Williamson,Vice President Strategy and Marketing,May-2012,Aug-2013,,https://www.linkedin.com/in/jim-williamson-43b39a1/,,https://www.chubb.com/us-en/about-chubb/james-williamson.aspx,TRUE,2012,5,-,TRUE,2013,8,-
The Hartford Financial Services Group Inc,N/A,James Williamson,James Williamson,Assistant Vice President Construction,Oct-2010,May-2012,,https://www.linkedin.com/in/jim-williamson-43b39a1/,,https://www.chubb.com/us-en/about-chubb/james-williamson.aspx,TRUE,2010,10,-,TRUE,2012,5,-
The Hartford Financial Services Group Inc,N/A,James Williamson,James Williamson,Director Specialty Construction Underwriting,Dec-2008,Oct-2010,,https://www.linkedin.com/in/jim-williamson-43b39a1/,,https://www.chubb.com/us-en/about-chubb/james-williamson.aspx,TRUE,2008,12,-,TRUE,2010,10,-
The Hartford Financial Services Group Inc,N/A,James Williamson,James Williamson,Director of Strategic Research,Dec-2006,Dec-2008,,https://www.linkedin.com/in/jim-williamson-43b39a1/,,https://www.chubb.com/us-en/about-chubb/james-williamson.aspx,TRUE,2006,12,-,TRUE,2008,12,-
The Hartford Financial Services Group Inc,N/A,James Williamson,James Williamson,Chief Executive Officer,Apr-2005,Dec-2006,,https://www.linkedin.com/in/jim-williamson-43b39a1/,,https://www.chubb.com/us-en/about-chubb/james-williamson.aspx,TRUE,2005,4,-,TRUE,2006,12,-
The Hearst Corporation,N/A,Victor Ganzi,"Victor Ganzi, Vic J.D",Chief Executive Officer,01-Jun-02,Jun-2008,,,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=90817&privcapId=233421838&previousCapId=36623&previousTitle=Willis%20Towers%20Watson%20Public%20Limited%20Company,FALSE,2002,6,1,TRUE,2008,6,-
The Hearst Foundation Inc,N/A,Victor Ganzi,"Victor Ganzi, Vic J.D",President,,,,,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=90817&privcapId=233421838&previousCapId=36623&previousTitle=Willis%20Towers%20Watson%20Public%20Limited%20Company,TRUE,-,-,-,TRUE,-,-,-
The Hearst Foundation Inc,N/A,Victor Ganzi,"Victor Ganzi, Vic J.D",Director,,,,,,https://www.bloomberg.com/research/stocks/private/person.asp?personId=90817&privcapId=233421838&previousCapId=36623&previousTitle=Willis%20Towers%20Watson%20Public%20Limited%20Company,TRUE,-,-,-,TRUE,-,-,-
The Hershey Company,EQT-9033DB,Alfred Kelly,"Alfred Francis Kelly Jr, Alfred Kelly, Al Kelly",Director,11-Aug-05,11-Nov-07,,https://www.linkedin.com/in/alfredkelly/,https://en.wikipedia.org/w/index.php?title=Alfred_Kelly&redirect=no,https://www.bloomberg.com/research/stocks/private/person.asp?personId=169356&privcapId=38043467,FALSE,2005,8,11,FALSE,2007,11,11
The Hewlett Packard Company,N/A,Andy Nallappan,Andy Nallappan,Project Lead and Subject Matter Expert,Nov-94,Nov-95,,https://www.linkedin.com/in/nallappan/,,https://www.bloomberg.com/profile/person/20871492,TRUE,1994,11,-,TRUE,1995,11,-
The Hewlett-Packard Company,N/A,Paul Autenried,"Paul Autenried, Paul V. Autenried",Systems Engineer,Sep-1982,Jun-87,,https://www.linkedin.com/in/paul-von-autenried-6a13895/,,https://www.bloomberg.com/profiles/people/17556430-paul-von-autenried,TRUE,1982,9,-,TRUE,1987,6,-
The Home Depot Foundation,N/A,Kevin Hofmann,Kevin Hofmann,Director,2011,Feb-2019,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2011,-,-,TRUE,2019,2,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,Chief Executive Officer,01-Nov-14,,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,FALSE,2014,11,1,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,President,01-Nov-14,,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,FALSE,2014,11,1,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,Chairman,02-Feb-15,,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,FALSE,2015,2,2,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,President of United States Retail,Feb-2014,Oct-2014,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,TRUE,2014,2,-,TRUE,2014,10,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,Executive Vice President of Merchandising,Aug-2003,30-Apr-07,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,TRUE,2003,8,-,FALSE,2007,4,30
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,Senior Vice President of Hard Lines,04-Aug-03,Oct-2006,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,FALSE,2003,8,4,TRUE,2006,10,-
The Home Depot Inc,EQT-3C6812,Craig Menear,Craig Menear,Director,Aug-2014,,,,https://en.wikipedia.org/wiki/Craig_Menear,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611970&privcapId=278679,TRUE,2014,8,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Chief Financial Officer,May-2001,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,2001,5,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Executive Vice President of Corporate Services,Jan-2007,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,2007,1,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Executive Vice President,May-2001,Jan-2007,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,2001,5,-,TRUE,2007,1,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Senior Vice President of Finance and Accounting,Feb-2000,May-2001,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,2000,2,-,TRUE,2001,5,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Treasurer,Feb-2000,May-2001,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,2000,2,-,TRUE,2001,5,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Vice President,1995,Feb-00,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,1995,-,-,TRUE,2000,2,-
The Home Depot Inc,EQT-3C6812,Carol Tome,"Carol Tome, Carol Tomé",Treasurer,1995,Feb-00,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=840949&privcapId=278679,TRUE,1995,-,-,TRUE,2000,2,-
The Home Depot Inc,EQT-3C6812,Kevin Hofmann,Kevin Hofmann,Chief Marketing Officer,Apr-2016,Feb-2019,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2016,4,-,TRUE,2019,2,-
The Home Depot Inc,EQT-3C6812,Kevin Hofmann,Kevin Hofmann,President,Apr-2016,Feb-2019,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2016,4,-,TRUE,2019,2,-
The Home Depot Inc,EQT-3C6812,Kevin Hofmann,Kevin Hofmann,President of Online,Jan-2013,Apr-2016,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2013,1,-,TRUE,2016,4,-
The Home Depot Inc,EQT-3C6812,Kevin Hofmann,Kevin Hofmann,Senior Vice President,Aug-2010,Jan-2013,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2010,8,-,TRUE,2013,1,-
The Home Depot Inc,EQT-3C6812,Kevin Hofmann,Kevin Hofmann,Vice President of Technology,Mar-2006,Aug-2010,,https://www.linkedin.com/in/kevinhofmann/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=260698765&privcapId=278679,TRUE,2006,3,-,TRUE,2010,8,-
The Home Depot Inc,EQT-3C6812,Hector Padilla,Hector Padilla,President of Southern Division,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=276616429&privcapId=278679,TRUE,-,-,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Hector Padilla,Hector Padilla,"Vice President South Florida, Pueto Rico and United States Virgin Islands",,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=276616429&privcapId=278679,TRUE,-,-,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Hector Padilla,Hector Padilla,Senior Vice President of Store Operations,,,TRUE,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=276616429&privcapId=278679,TRUE,-,-,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Jose Barra,Jose Barra,Senior Vice President of Merchandising,May-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=132695088&privcapId=278679,TRUE,2018,5,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Ann-Marie Campbell,Ann-Marie Campbell,Executive Vice President of US Stores,Feb-2016,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=52286615&privcapId=278679,TRUE,2016,2,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Ann-Marie Campbell,Ann-Marie Campbell,President of Southern Division,Jan-2009,Feb-2016,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=52286615&privcapId=278679,TRUE,2009,1,-,TRUE,2016,2,-
The Home Depot Inc,EQT-3C6812,Ann-Marie Campbell,Ann-Marie Campbell,Vice President of Vendor Services,Dec-2005,Jan-2009,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=52286615&privcapId=278679,TRUE,2005,12,-,TRUE,2009,1,-
The Home Depot Inc,EQT-3C6812,Edward Decker,"Edward Decker, Ted Decker",Executive Vice President of Merchandising,04-Aug-14,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58661900&privcapId=278679,FALSE,2014,8,4,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Edward Decker,"Edward Decker, Ted Decker","Senior Vice President of Retail Finance, Pricing Analytics and Assortment Planning",Oct-2006,Jul-2014,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=58661900&privcapId=278679,TRUE,2006,10,-,TRUE,2014,7,-
The Home Depot Inc,EQT-3C6812,Mark Holifield,Mark Holifield,Executive Vice President of Supply Chain and Product Development,Feb-2014,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=7223221&privcapId=278679,TRUE,2014,2,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Mark Holifield,Mark Holifield,Senior Vice President of Supply Chain,Jul-2006,Feb-2014,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=7223221&privcapId=278679,TRUE,2006,7,-,TRUE,2014,2,-
The Home Depot Inc,EQT-3C6812,Mark Holifield,Mark Holifield,Executive Vice President of Supply Chain,29-Sep-03,21-Jun-06,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=7223221&privcapId=278679,FALSE,2003,9,29,FALSE,2006,6,21
The Home Depot Inc,EQT-3C6812,William Lennie,"William Lennie, Bill Lennie",Executive Vice President of Outside Sales and Services,2015,,,https://www.linkedin.com/in/bill-lennie-8710b34a/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611968&privcapId=278679,TRUE,2015,-,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,William Lennie,"William Lennie, Bill Lennie",Senior Vice President of Merchandising,Jan-2009,Mar-2011,,https://www.linkedin.com/in/bill-lennie-8710b34a/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=6611968&privcapId=278679,TRUE,2009,1,-,TRUE,2011,3,-
The Home Depot Inc,EQT-3C6812,Timothy Hourigan,"Timothy Hourigan, Tim Hourigan",Executive Vice President of Human Resources,Jun-2017,,,,,https://www.bloomberg.com/profiles/people/20560061-timothy-a-hourigan,TRUE,2017,6,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Timothy Hourigan,"Timothy Hourigan, Tim Hourigan",President of Southern Division,Feb-2016,Jun-2017,,,,https://www.bloomberg.com/profiles/people/20560061-timothy-a-hourigan,TRUE,2016,2,-,TRUE,2017,6,-
The Home Depot Inc,EQT-3C6812,Timothy Hourigan,"Timothy Hourigan, Tim Hourigan",Vice President of Human Resources,Sep-2013,Feb-2016,,,,https://www.bloomberg.com/profiles/people/20560061-timothy-a-hourigan,TRUE,2013,9,-,TRUE,2016,2,-
The Home Depot Inc,EQT-3C6812,Teresa Roseborough,"Teresa Roseborough, Teresa Wynn Roseborough",Executive Vice President,Nov-2011,,,,,https://www.bloomberg.com/profiles/people/3952838-teresa-wynn-roseborough,TRUE,2011,11,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Teresa Roseborough,"Teresa Roseborough, Teresa Wynn Roseborough",Secretary,Nov-2011,,,,,https://www.bloomberg.com/profiles/people/3952838-teresa-wynn-roseborough,TRUE,2011,11,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Teresa Roseborough,"Teresa Roseborough, Teresa Wynn Roseborough",General Counsel,Nov-2011,,,,,https://www.bloomberg.com/profiles/people/3952838-teresa-wynn-roseborough,TRUE,2011,11,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Jose rodriguez,"Jose rodriguez, Pepe Rodriguez, Jose Pepe Rodriguez",President Mexico,,,,,,https://www.bloomberg.com/profiles/people/3952838-teresa-wynn-roseborough,TRUE,-,-,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Matthew Carey,"Matthew Carey, Matt Carey",Chief Information Officer,Sep-2008,,,https://www.linkedin.com/in/matt-carey-1562312/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=25759119&privcapId=278679,TRUE,2008,9,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Matthew Carey,"Matthew Carey, Matt Carey",Executive Vice President,Sep-2008,,,https://www.linkedin.com/in/matt-carey-1562312/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=25759119&privcapId=278679,TRUE,2008,9,-,TRUE,-,-,-
The Home Depot Inc,EQT-3C6812,Stuart Burgdoerfer,"Stuart Burgdoerfer, Stuart B. Burgdoerfer",Senior Vice President of Finance,2004,2006,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=547345&privcapId=285544,TRUE,2004,-,-,TRUE,2006,-,-
The Home Depot Inc,EQT-3C6812,Marvin Ellison,"Marvin Ellison, Marvin R. Ellison",EVice President Stores,Jun-2002,Oct-2014,,https://www.linkedin.com/in/marvin-ellison-715b1a131/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=23643507&privcapId=180871,TRUE,2002,6,-,TRUE,2014,10,-
The Home Depot Inc,EQT-3C6812,Michael Amend,"Michael Amend, Michael Ryan Amend, Mike Amend",Vice-President of Online Mobile and Omnichannel,Jul-2011,Aug-2015,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=563054032&privcapId=180871,TRUE,2011,7,-,TRUE,2015,8,-
The Home Depot Inc,EQT-3C6812,William Boltz,"William Boltz, William P. Boltz, Bill Boltz",Senior Vice President of Merchandising of Hardlines,Nov-2010,Dec-2012,,https://www.linkedin.com/in/bill-boltz-88045b2/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=574562304&privcapId=180871,TRUE,2010,11,-,TRUE,2012,12,-
The Home Depot Inc,EQT-3C6812,William Boltz,"William Boltz, William P. Boltz, Bill Boltz",Vice President of Merchandising,Nov-2009,Nov-2010,,https://www.linkedin.com/in/bill-boltz-88045b2/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=574562304&privcapId=180871,TRUE,2009,11,-,TRUE,2010,11,-
The Home Depot Inc,EQT-3C6812,William Boltz,"William Boltz, William P. Boltz, Bill Boltz",Vice President of Merchandising,Feb-2006,Oct-2009,,https://www.linkedin.com/in/bill-boltz-88045b2/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=574562304&privcapId=180871,TRUE,2006,2,-,TRUE,2009,10,-
The Hundred Group,N/A,Andrew Bonfield,Andrew Bonfield,Chairman,,,,https://www.linkedin.com/in/andrew-bonfield-b7752b13/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=303566&privcapId=259378,TRUE,-,-,-,TRUE,-,-,-
The Incite Agency LLC,N/A,Robert Gibbs,Robert Gibbs,Partner,Jun-2013,Jun-2015,,,https://en.wikipedia.org/wiki/Robert_Gibbs,https://www.bloomberg.com/research/stocks/people/person.asp?personId=208358021&privcapId=139488,TRUE,2013,6,-,TRUE,2015,6,-
The Independent Election Corporation of America,N/A,Richard Daly,"Richard Daly, Richard J. Daly, Rich Daly",Senior Vice President,Jan-2019,1985,,https://www.linkedin.com/in/richdaly1/,https://en.wikipedia.org/wiki/Richard_J._Daly,https://www.bloomberg.com/profile/person/1488063,TRUE,2019,1,-,TRUE,1985,-,-
The Independent Election Corporation of America,N/A,Richard Daly,"Richard Daly, Richard J. Daly, Rich Daly",Chief Operating Officer,Jan-2019,1985,,https://www.linkedin.com/in/richdaly1/,https://en.wikipedia.org/wiki/Richard_J._Daly,https://www.bloomberg.com/profile/person/1488063,TRUE,2019,1,-,TRUE,1985,-,-
The Independent Election Corporation of America,N/A,Robert Schifellite,Robert Schifellite,Chief Operating Officer,Sep-1985,Feb-92,,https://www.linkedin.com/in/bob-schifellite-06764612/,,https://www.bloomberg.com/profile/person/15331018,TRUE,1985,9,-,TRUE,1992,2,-
The Jackson Group Inc,N/A,Robert Brinkerhoff,"Robert Brinkerhoff, Rob Brinkerhoff",Senior Human Resources Consultant,2008,2009,,https://www.linkedin.com/in/robbrinkerhoff/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=274644474&privcapId=252186,TRUE,2008,-,-,TRUE,2009,-,-
The Janssen Pharmaceutical Companies,N/A,Joaquin Duato,Joaquin Duato,Company Group Chairman Americas,Apr-2009,Jan-2011,,https://www.linkedin.com/in/joaquinduato/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=62355744&privcapId=139677,TRUE,2009,4,-,TRUE,2011,1,-
The Japan America Society of Georgia,N/A,Daniel Amos,"Daniel Amos  , Dan Amos , Daniel P. amos , Daniel Paul Amos",Chairman of the Board,,,,,https://en.wikipedia.org/wiki/Dan_Amos,https://www.bloomberg.com/research/stocks/people/person.asp?personId=250182&privcapId=250178,TRUE,-,-,-,TRUE,-,-,-
The Kellogg Company,N/A,Xavier Boza,Xavier Boza,Regional Vice President Human Resources and Global Supply Chain,2013,Nov-2015,,https://www.linkedin.com/in/xavier-boza-85a15612/,,https://www.bloomberg.com/profile/person/20701469,TRUE,2013,-,-,TRUE,2015,11,-
The Kraft Heinz Company,EQT-D5FA37,Warren Buffett,Warren Buffett,Independent Director,Jun-2013,23-Apr-18,,,https://en.wikipedia.org/wiki/Warren_Buffett,https://www.bloomberg.com/research/stocks/people/person.asp?personId=255253&privcapId=255251,TRUE,2013,6,-,FALSE,2018,4,23
